Date,Price,Open,High,Low,Vol.,Change %
13-Jun-97,352.5,354,358,348,11.30K,-0.14%
12-Jun-97,353,363.25,367,352,14.26K,-3.16%
11-Jun-97,364.5,364,367,361,9.94K,0.41%
10-Jun-97,363,369.5,372,362,14.34K,-1.22%
9-Jun-97,367.5,360.25,369,356.5,15.58K,2.23%
6-Jun-97,359.5,357.5,362,357.25,12.41K,0.98%
5-Jun-97,356,354,358,351,10.13K,0.64%
4-Jun-97,353.75,362.5,362.5,352.5,13.08K,-2.28%
3-Jun-97,362,361.5,365,360.5,8.56K,0.35%
2-Jun-97,360.75,361,365,356.5,10.12K,11.43%
1-Jun-97,323.75,361,372,319.5,234.61K,-10.19%
30-May-97,360.5,359,364,358,9.81K,0.56%
29-May-97,358.5,367.5,374.5,358,18.15K,-2.32%
28-May-97,367,362.75,368,357,19.18K,0.96%
27-May-97,363.5,376,376,363,18.11K,-3.07%
23-May-97,375,376.5,378,372,12.13K,-0.60%
22-May-97,377.25,384,384.75,376.5,11.23K,-1.31%
21-May-97,382.25,381,384,379.25,11.43K,0.33%
20-May-97,381,390,390,381,5.54K,-2.81%
19-May-97,392,387,392,385,0.01K,1.29%
16-May-97,387,386,393,383.5,0.06K,1.04%
15-May-97,383,383.5,389,383,0.03K,0.00%
14-May-97,383,390,390,380,0.04K,-1.29%
13-May-97,388,389,390,385,0.05K,-1.27%
12-May-97,393,399.5,400,389,0.14K,-2.96%
9-May-97,405,402,407,402,0.04K,1.25%
8-May-97,400,395.5,402,393.5,0.23K,1.27%
7-May-97,395,400,402,395,0.29K,0.25%
6-May-97,394,402,402,394,0.37K,-2.78%
5-May-97,405.25,407.5,410.5,404,1.22K,-0.25%
2-May-97,406.25,414.5,414.5,406,1.55K,-1.87%
1-May-97,414,422,424,413,1.73K,-2.13%
30-Apr-97,423,412.5,424,412.5,1.81K,2.92%
29-Apr-97,411,412,416,406.5,2.04K,-0.24%
28-Apr-97,412,420,422,411,1.33K,-2.72%
25-Apr-97,423.5,421.75,427,420,2.33K,0.47%
24-Apr-97,421.5,431.75,434,420,1.84K,-2.49%
23-Apr-97,432.25,443.5,447,432,2.50K,-2.15%
22-Apr-97,441.75,440.5,447,431,1.98K,0.51%
21-Apr-97,439.5,438.5,449,433.5,3.36K,0.57%
18-Apr-97,437,425.5,438,418,3.96K,2.76%
17-Apr-97,425.25,408.25,426.75,404.5,3.72K,4.55%
16-Apr-97,406.75,416,416.25,406,4.58K,-2.16%
15-Apr-97,415.75,435,435,413.5,6.30K,-1.71%
14-Apr-97,423,411.25,423,411.25,2.14K,4.96%
11-Apr-97,403,394,409.5,391,7.53K,2.54%
10-Apr-97,393,386,394,386,6.20K,1.95%
9-Apr-97,385.5,384.25,388,381,5.38K,0.92%
8-Apr-97,382,381.75,388,381,7.16K,0.39%
7-Apr-97,380.5,373.25,382.25,373.25,5.89K,2.35%
4-Apr-97,371.75,375,378,368,8.15K,-0.87%
3-Apr-97,375,389,389,372,7.22K,-3.47%
2-Apr-97,388.5,393,393.5,386,6.33K,-1.33%
