caldt,vwretd,vwretx,ewretd,ewretx,totval,spindx,sprtrn
20060809,-0.004192,-0.004464,-0.005860,-0.005992,11690721400.00,1265.95,-0.004349
20060810,0.004944,0.004769,0.006697,0.006654,11746443600.00,1271.81,0.004629
20060811,-0.003862,-0.003997,-0.005618,-0.005740,11699931400.00,1266.74,-0.003986
20060814,0.001336,0.001276,0.001995,0.001867,11714950400.00,1268.21,0.001160
20060815,0.013633,0.013525,0.016722,0.016656,11873401200.00,1285.58,0.013696
20060816,0.007743,0.007475,0.012646,0.012477,11962153700.00,1295.43,0.007662
20060817,0.001772,0.001739,0.002576,0.002512,11982959300.00,1297.48,0.001582
20060818,0.003713,0.003713,0.001626,0.001626,12025081500.00,1302.30,0.003715
20060821,-0.003634,-0.003634,-0.005927,-0.005927,11981385500.00,1297.52,-0.003670
20060822,0.000837,0.000837,0.000881,0.000881,11991408000.00,1298.82,0.001002
20060823,-0.004445,-0.004528,-0.005887,-0.005989,11940424900.00,1292.99,-0.004489
20060824,0.002327,0.002306,0.000894,0.000849,11967959100.00,1296.06,0.002374
20060825,-0.000648,-0.000752,-0.000712,-0.000742,11958933700.00,1295.09,-0.000748
20060828,0.005286,0.005286,0.006848,0.006848,12022151900.00,1301.78,0.005166
20060829,0.002227,0.002066,0.004262,0.004112,12046704200.00,1304.28,0.001920
20060830,0.000458,0.000012,0.001219,0.000981,12046854100.00,1304.27,-0.000008
20060831,-0.000215,-0.000228,0.001703,0.001676,12005081900.00,1303.82,-0.000345
20060901,0.005495,0.005479,0.004752,0.004736,12070725000.00,1311.01,0.005515
20060905,0.001805,0.001755,0.002330,0.002273,12092040300.00,1313.25,0.001709
20060906,-0.009614,-0.009774,-0.011193,-0.011406,11971869700.00,1300.26,-0.009891
20060907,-0.004711,-0.004759,-0.005150,-0.005227,11914889700.00,1294.02,-0.004799
20060908,0.003973,0.003973,0.005881,0.005881,11959059500.00,1298.92,0.003787
20060911,0.000631,0.000585,0.001166,0.001126,11966734300.00,1299.54,0.000477
20060912,0.010463,0.010451,0.014152,0.014124,12091800900.00,1313.11,0.010442
20060913,0.004132,0.003836,0.005416,0.005173,12138183300.00,1318.07,0.003777
20060914,-0.001123,-0.001171,-0.001797,-0.001861,12123972100.00,1316.28,-0.001358
20060915,0.002670,0.002668,0.003145,0.003140,12156314300.00,1319.87,0.002727
20060918,0.000980,0.000971,0.000280,0.000256,12165482200.00,1321.18,0.000993
20060919,-0.002129,-0.002139,-0.002974,-0.003002,12139627900.00,1318.31,-0.002172
20060920,0.005368,0.005337,0.005489,0.005406,12204418100.00,1325.18,0.005211
20060921,-0.005158,-0.005370,-0.006241,-0.006258,12138880500.00,1318.03,-0.005395
20060922,-0.002552,-0.002552,-0.003787,-0.003787,12107817000.00,1314.78,-0.002466
20060925,0.008747,0.008747,0.010281,0.010281,12213723700.00,1326.37,0.008815
20060926,0.007516,0.007497,0.006265,0.006221,12305284300.00,1336.34,0.007517
20060927,0.000458,0.000271,0.000505,0.000254,12308622200.00,1336.59,0.000187
20060928,0.001996,0.001974,0.001698,0.001662,12332914700.00,1339.15,0.001915
20060929,-0.002545,-0.002553,-0.003516,-0.003527,12287172200.00,1335.85,-0.002464
20061002,-0.003403,-0.003425,-0.002970,-0.003009,12223447500.00,1331.32,-0.003391
20061003,0.002116,0.002111,0.000320,0.000307,12249249000.00,1334.11,0.002096
20061004,0.012186,0.011959,0.012903,0.012767,12395737400.00,1350.22,0.012075
20061005,0.002456,0.002181,0.004625,0.004507,12422774700.00,1353.22,0.002222
20061006,-0.002666,-0.002666,-0.003504,-0.003504,12389234800.00,1349.58,-0.002690
20061009,0.000848,0.000848,0.002410,0.002410,12399739300.00,1350.66,0.000800
20061010,0.002047,0.002016,0.002631,0.002593,12424734100.00,1353.42,0.002043
20061011,-0.002461,-0.002561,-0.001945,-0.002021,12392910000.00,1349.95,-0.002564
20061012,0.009525,0.009513,0.010503,0.010479,12510806100.00,1362.83,0.009541
20061013,0.002007,0.002004,0.001821,0.001815,12534937400.00,1365.62,0.002047
20061016,0.002565,0.002559,0.005454,0.005432,12567010400.00,1369.05,0.002512
20061017,-0.003710,-0.003710,-0.005085,-0.005085,12520387700.00,1364.05,-0.003652
20061018,0.001525,0.001437,0.000025,0.000002,12538377100.00,1365.96,0.001400
20061019,0.000659,0.000621,0.000172,0.000128,12546168400.00,1366.96,0.000732
20061020,0.001424,0.001410,-0.001715,-0.001725,12563942900.00,1368.60,0.001200
20061023,0.006464,0.006451,0.005961,0.005948,12645300500.00,1377.02,0.006152
20061024,0.000292,0.000292,0.001537,0.001537,12648989900.00,1377.38,0.000261
20061025,0.003276,0.003263,0.003175,0.003148,12690292200.00,1382.22,0.003514
20061026,0.005140,0.005074,0.006372,0.006053,12754681400.00,1389.08,0.004963
20061027,-0.008419,-0.008555,-0.008278,-0.008384,12645512800.00,1377.34,-0.008452
20061030,0.000385,0.000347,0.002870,0.002757,12649859500.00,1377.93,0.000428
20061031,-0.000015,-0.000015,-0.000290,-0.000290,12650037300.00,1377.94,0.000007
20061101,-0.007139,-0.007267,-0.008158,-0.008260,12557265600.00,1367.81,-0.007352
20061102,-0.000248,-0.000509,-0.000195,-0.000283,12550872400.00,1367.34,-0.000344
20061103,-0.002315,-0.002384,-0.002954,-0.002998,12519719400.00,1364.30,-0.002223
20061106,0.011245,0.011215,0.011826,0.011752,12679593200.00,1379.78,0.011346
20061107,0.002231,0.002210,0.002262,0.002238,12707624400.00,1382.84,0.002218
20061108,0.002306,0.002063,0.002903,0.002765,12733834400.00,1385.72,0.002083
20061109,-0.005224,-0.005425,-0.004900,-0.004967,12665148900.00,1378.33,-0.005333
20061110,0.001826,0.001826,0.003990,0.003990,12705802100.00,1380.90,0.001865
20061113,0.002777,0.002542,0.003556,0.003345,12738105000.00,1384.42,0.002549
20061114,0.006538,0.006414,0.007236,0.007153,12819810000.00,1393.22,0.006356
20061115,0.002720,0.002487,0.003858,0.003658,12851695200.00,1396.57,0.002405
20061116,0.002256,0.002229,0.003132,0.003095,12880345200.00,1399.76,0.002284
20061117,0.000995,0.000991,-0.000847,-0.000859,12902225800.00,1401.20,0.001029
20061120,-0.000435,-0.000456,-0.000285,-0.000326,12882446900.00,1400.50,-0.000500
20061121,0.001679,0.001632,0.003020,0.002973,12903465500.00,1402.81,0.001649
20061122,0.002671,0.002599,0.004366,0.004268,12937009300.00,1406.09,0.002338
20061124,-0.003604,-0.003706,-0.002571,-0.002613,12889029500.00,1400.95,-0.003656
20061127,-0.013792,-0.013792,-0.015544,-0.015544,12711294700.00,1381.90,-0.013598
20061128,0.003569,0.003363,0.002101,0.001950,12754045000.00,1386.72,0.003488
20061129,0.009591,0.009146,0.010336,0.010000,12870698600.00,1399.48,0.009202
20061130,0.000785,0.000772,0.002591,0.002562,12854566800.00,1400.63,0.000822
20061201,-0.003007,-0.003007,-0.003736,-0.003736,12809659600.00,1396.71,-0.002799
20061204,0.009022,0.008994,0.012142,0.012099,12942009300.00,1409.12,0.008885
20061205,0.003997,0.003969,0.004246,0.004219,12993375900.00,1414.76,0.004002
20061206,-0.001066,-0.001321,-0.000227,-0.000503,12976216400.00,1412.90,-0.001315
20061207,-0.003949,-0.003982,-0.004339,-0.004391,12924541200.00,1407.29,-0.003971
20061208,0.001850,0.001833,0.001062,0.001035,12948228400.00,1409.84,0.001812
20061211,0.002274,0.002254,0.000852,0.000844,12977417100.00,1413.04,0.002270
20061212,-0.001092,-0.001116,-0.001894,-0.001945,12962940000.00,1411.56,-0.001047
20061213,0.001403,0.001202,0.000520,0.000288,12978530900.00,1413.21,0.001169
20061214,0.008789,0.008709,0.008524,0.008406,13091563200.00,1425.49,0.008689
20061215,0.001105,0.001099,-0.000829,-0.000843,13105759400.00,1427.09,0.001122
20061218,-0.003338,-0.003339,-0.005362,-0.005370,13062068000.00,1422.48,-0.003230
20061219,0.002107,0.002066,0.001104,0.001043,13089059700.00,1425.55,0.002158
20061220,-0.001365,-0.001399,0.000103,0.000013,13075063100.00,1423.53,-0.001417
20061221,-0.003446,-0.003666,-0.004237,-0.004252,13027125000.00,1418.30,-0.003674
20061222,-0.005147,-0.005286,-0.004063,-0.004083,12958266100.00,1410.76,-0.005316
20061226,0.004361,0.004351,0.003748,0.003726,13014653100.00,1416.90,0.004352
20061227,0.007192,0.006930,0.007040,0.006633,13104846600.00,1426.84,0.007015
20061228,-0.001451,-0.001498,-0.002019,-0.002078,13085217200.00,1424.73,-0.001479
20061229,-0.004457,-0.004470,-0.004694,-0.004711,13029473900.00,1418.30,-0.004513
20070103,-0.000563,-0.000749,-0.000828,-0.000934,13015711900.00,1416.60,-0.001199
20070104,0.001260,0.001260,0.000927,0.000927,13039472700.00,1418.34,0.001228
20070105,-0.006120,-0.006120,-0.007084,-0.007084,12959673300.00,1409.71,-0.006085
20070108,0.002546,0.002242,0.002585,0.002460,12989734900.00,1412.84,0.002220
20070109,-0.000375,-0.000375,0.001108,0.001108,12984860000.00,1412.11,-0.000517
20070110,0.002038,0.001919,0.003046,0.002943,13015613300.00,1414.85,0.001940
20070111,0.006531,0.006523,0.007434,0.007418,13100513900.00,1423.82,0.006340
20070112,0.004775,0.004774,0.003864,0.003862,13162999500.00,1430.73,0.004853
20070116,0.000817,0.000817,0.000939,0.000939,13173756000.00,1431.90,0.000818
20070117,-0.000865,-0.000953,-0.000402,-0.000426,13161203800.00,1430.62,-0.000894
20070118,-0.002969,-0.002992,-0.004031,-0.004052,13121829600.00,1426.37,-0.002971
20070119,0.002904,0.002893,0.005016,0.005012,13159788400.00,1430.50,0.002895
20070122,-0.005188,-0.005208,-0.005134,-0.005157,13091733400.00,1422.95,-0.005278
20070123,0.003396,0.003396,0.005716,0.005716,13136193700.00,1427.99,0.003542
20070124,0.008468,0.008442,0.007454,0.007401,13247238900.00,1440.13,0.008501
20070125,-0.011029,-0.011038,-0.010240,-0.010261,13101020600.00,1423.90,-0.011270
20070126,-0.001190,-0.001190,0.000479,0.000479,13084921800.00,1422.18,-0.001208
20070129,-0.001004,-0.001111,-0.000258,-0.000368,13070384100.00,1420.62,-0.001097
20070130,0.005687,0.005670,0.006242,0.006181,13144662500.00,1428.82,0.005772
20070131,0.006774,0.006661,0.007193,0.007115,13216974400.00,1438.24,0.006593
20070201,0.005568,0.005333,0.007781,0.007709,13283505400.00,1445.94,0.005354
20070202,0.001683,0.001677,0.002843,0.002821,13310537200.00,1448.39,0.001694
20070205,-0.000834,-0.000929,-0.001087,-0.001154,13297960000.00,1446.99,-0.000967
20070206,0.000685,0.000679,0.002833,0.002805,13306984000.00,1448.00,0.000698
20070207,0.001834,0.001431,0.003486,0.003383,13326030300.00,1450.02,0.001395
20070208,-0.001081,-0.001101,0.000025,-0.000024,13311367900.00,1448.31,-0.001179
20070209,-0.006948,-0.006984,-0.007153,-0.007184,13217902700.00,1438.06,-0.007077
20070212,-0.003256,-0.003303,-0.003518,-0.003583,13160763600.00,1433.37,-0.003261
20070213,0.007644,0.007456,0.008315,0.008184,13258886200.00,1444.26,0.007597
20070214,0.007753,0.007504,0.008397,0.008139,13358738500.00,1455.30,0.007644
20070215,0.001290,0.001203,0.003111,0.003061,13376665800.00,1456.81,0.001038
20070216,-0.000821,-0.000849,-0.000338,-0.000358,13365428200.00,1455.54,-0.000872
20070220,0.003142,0.003139,0.004410,0.004397,13407312500.00,1459.68,0.002844
20070221,-0.001342,-0.001400,-0.000171,-0.000235,13388855400.00,1457.63,-0.001404
20070222,-0.000633,-0.000858,0.000488,0.000433,13378067600.00,1456.38,-0.000858
20070223,-0.003514,-0.003622,-0.001986,-0.002028,13331511100.00,1451.19,-0.003564
20070226,-0.001029,-0.001153,-0.001404,-0.001495,13316177700.00,1449.37,-0.001254
20070227,-0.034485,-0.034579,-0.033019,-0.033171,12855721200.00,1399.04,-0.034725
20070228,0.005525,0.005234,0.004532,0.004419,12895749800.00,1406.82,0.005561
20070301,-0.002440,-0.002457,-0.003872,-0.003897,12864288000.00,1403.17,-0.002595
20070302,-0.011395,-0.011397,-0.013166,-0.013177,12721335200.00,1387.17,-0.011403
20070305,-0.009372,-0.009411,-0.011658,-0.011736,12601619000.00,1374.12,-0.009408
20070306,0.015521,0.015478,0.015675,0.015650,12796684700.00,1395.41,0.015494
20070307,-0.002256,-0.002533,-0.001592,-0.001887,12764249400.00,1391.97,-0.002465
20070308,0.007116,0.007054,0.008489,0.008416,12854282200.00,1401.89,0.007127
20070309,0.000661,0.000660,0.002145,0.002142,12862662700.00,1402.85,0.000685
20070312,0.002718,0.002685,0.003003,0.002979,12897313800.00,1406.60,0.002673
20070313,-0.020177,-0.020461,-0.020945,-0.021158,12633436500.00,1377.95,-0.020368
20070314,0.006684,0.006586,0.006444,0.006374,12716684100.00,1387.17,0.006691
20070315,0.003798,0.003754,0.005509,0.005434,12764521500.00,1392.28,0.003684
20070316,-0.003768,-0.003771,-0.003628,-0.003638,12716389300.00,1386.95,-0.003828
20070319,0.010896,0.010896,0.010159,0.010159,12854657600.00,1402.06,0.010894
20070320,0.006342,0.006329,0.006248,0.006216,12923769900.00,1410.94,0.006334
20070321,0.017155,0.017135,0.016187,0.016138,13145215000.00,1435.04,0.017081
20070322,-0.000291,-0.000291,-0.001282,-0.001282,13113566800.00,1434.54,-0.000348
20070323,0.001041,0.001041,0.002794,0.002794,13134564600.00,1436.11,0.001094
20070326,0.000892,0.000892,-0.000371,-0.000371,13146266100.00,1437.50,0.000968
20070327,-0.006174,-0.006180,-0.006180,-0.006198,13065017700.00,1428.61,-0.006184
20070328,-0.007799,-0.008017,-0.007779,-0.008060,12960593900.00,1417.23,-0.007966
20070329,0.003753,0.003714,0.002015,0.001972,13006397400.00,1422.53,0.003740
20070330,-0.001100,-0.001108,0.000216,0.000206,13005460000.00,1420.86,-0.001174
20070402,0.002639,0.002631,0.004106,0.004087,13006095900.00,1424.55,0.002597
20070403,0.009583,0.009242,0.009323,0.008569,13126296900.00,1437.77,0.009280
20070404,0.001116,0.001100,0.000081,0.000049,13140740100.00,1439.37,0.001113
20070405,0.003259,0.002968,0.003448,0.003348,13179782800.00,1443.76,0.003050
20070409,0.000647,0.000639,0.000958,0.000908,13188202200.00,1444.61,0.000589
20070410,0.002507,0.002485,0.001912,0.001885,13221271600.00,1448.39,0.002617
20070411,-0.006686,-0.006792,-0.006177,-0.006260,13131471800.00,1438.87,-0.006573
20070412,0.006138,0.006128,0.006707,0.006696,13211938300.00,1447.80,0.006206
20070413,0.003390,0.003387,0.002430,0.002426,13256226600.00,1452.85,0.003488
20070416,0.010951,0.010945,0.010914,0.010891,13401361900.00,1468.47,0.010751
20070417,0.002093,0.002093,0.001778,0.001778,13429448900.00,1471.48,0.002050
20070418,0.000639,0.000632,0.001680,0.001671,13437942500.00,1472.50,0.000693
20070419,-0.001267,-0.001285,-0.001728,-0.001740,13420678700.00,1470.73,-0.001202
20070420,0.009388,0.009356,0.008441,0.008424,13546240500.00,1484.35,0.009261
20070423,-0.002352,-0.002369,0.000791,0.000770,13514070200.00,1480.93,-0.002304
20070424,-0.000419,-0.000419,0.000676,0.000676,13508418100.00,1480.41,-0.000351
20070425,0.010188,0.010092,0.009763,0.009726,13643101600.00,1495.42,0.010139
20070426,-0.000542,-0.000638,-0.000090,-0.000188,13634398900.00,1494.25,-0.000782
20070427,-0.000027,-0.000063,-0.001570,-0.001671,13634295800.00,1494.07,-0.000120
20070430,-0.007830,-0.007834,-0.010734,-0.010746,13537495700.00,1482.37,-0.007831
20070501,0.002661,0.002661,0.003097,0.003097,13573898300.00,1486.30,0.002651
20070502,0.006539,0.006427,0.008338,0.008259,13661143400.00,1495.92,0.006472
20070503,0.004588,0.004303,0.003290,0.003204,13719854600.00,1502.39,0.004325
20070504,0.002098,0.002073,0.001460,0.001438,13748404900.00,1505.62,0.002150
20070507,0.002619,0.002587,0.001993,0.001946,13783782700.00,1509.48,0.002564
20070508,-0.001141,-0.001223,-0.001612,-0.001709,13766925300.00,1507.72,-0.001166
20070509,0.003426,0.003163,0.005528,0.005393,13810465700.00,1512.58,0.003223
20070510,-0.013742,-0.013900,-0.014186,-0.014231,13618504700.00,1491.47,-0.013956
20070511,0.009678,0.009571,0.009202,0.009101,13748497600.00,1505.85,0.009641
20070514,-0.001727,-0.001785,-0.002548,-0.002660,13723829900.00,1503.15,-0.001793
20070515,-0.001277,-0.001374,-0.002702,-0.002741,13704968700.00,1501.19,-0.001304
20070516,0.008796,0.008473,0.006588,0.006365,13820939700.00,1514.14,0.008626
20070517,-0.000852,-0.000925,-0.001174,-0.001217,13809682800.00,1512.75,-0.000918
20070518,0.006584,0.006580,0.006582,0.006565,13900553000.00,1522.75,0.006610
20070521,0.001498,0.001498,0.002499,0.002499,13921381600.00,1525.10,0.001543
20070522,-0.000637,-0.000637,0.000327,0.000327,13912511700.00,1524.12,-0.000643
20070523,-0.001249,-0.001269,-0.002339,-0.002393,13894911700.00,1522.28,-0.001207
20070524,-0.009527,-0.009640,-0.011456,-0.011518,13761020400.00,1507.51,-0.009703
20070525,0.005485,0.005478,0.005518,0.005510,13836202900.00,1515.73,0.005453
20070529,0.001739,0.001623,0.003109,0.002999,13858655000.00,1518.11,0.001570
20070530,0.008322,0.007951,0.008514,0.008266,13968860000.00,1530.23,0.007984
20070531,0.000319,0.000297,0.002551,0.002516,13933484500.00,1530.62,0.000255
20070601,0.003901,0.003900,0.004515,0.004511,13990437300.00,1536.34,0.003737
20070604,0.002140,0.002107,0.002688,0.002623,14020549800.00,1539.18,0.001849
20070605,-0.005426,-0.005466,-0.006187,-0.006211,13943909800.00,1530.95,-0.005347
20070606,-0.008570,-0.008816,-0.009599,-0.009849,13820982200.00,1517.38,-0.008864
20070607,-0.017533,-0.017581,-0.018712,-0.018790,13577995000.00,1490.72,-0.017570
20070608,0.011377,0.011375,0.012084,0.012079,13732309600.00,1507.67,0.011370
20070611,0.000883,0.000865,0.000627,0.000620,13744272900.00,1509.12,0.000962
20070612,-0.010667,-0.010667,-0.010724,-0.010725,13597657200.00,1493.00,-0.010682
20070613,0.015382,0.015133,0.015693,0.015444,13802497600.00,1515.67,0.015184
20070614,0.004732,0.004672,0.003846,0.003764,13866981200.00,1522.97,0.004816
20070615,0.006464,0.006462,0.006282,0.006276,13956063100.00,1532.91,0.006527
20070618,-0.001188,-0.001195,-0.001880,-0.001908,13939382000.00,1531.05,-0.001213
20070619,0.001677,0.001663,0.000946,0.000911,13962558100.00,1533.70,0.001731
20070620,-0.013529,-0.013550,-0.012466,-0.012512,13773370200.00,1512.84,-0.013601
20070621,0.006269,0.006051,0.006853,0.006822,13856709400.00,1522.19,0.006180
20070622,-0.012753,-0.012753,-0.010699,-0.010699,13679760800.00,1502.56,-0.012896
20070625,-0.003234,-0.003234,-0.005176,-0.005176,13635654300.00,1497.74,-0.003208
20070626,-0.003169,-0.003205,-0.004099,-0.004135,13591825000.00,1492.89,-0.003238
20070627,0.009234,0.009037,0.010005,0.009727,13714647800.00,1506.34,0.009009
20070628,-0.000429,-0.000448,-0.000312,-0.000343,13708064700.00,1505.71,-0.000418
20070629,-0.001595,-0.001603,-0.001628,-0.001637,13663735800.00,1503.35,-0.001567
20070702,0.010806,0.010798,0.011607,0.011585,13816161400.00,1519.43,0.010696
20070703,0.003776,0.003577,0.002148,0.002024,13865641500.00,1524.87,0.003580
20070705,0.000333,0.000323,0.001538,0.001514,13870116200.00,1525.40,0.000348
20070706,0.003705,0.003420,0.004649,0.004535,13921796000.00,1530.44,0.003304
20070709,0.000926,0.000920,-0.000120,-0.000143,13936247100.00,1531.85,0.000921
20070710,-0.014280,-0.014283,-0.015164,-0.015169,13737199600.00,1510.12,-0.014185
20070711,0.005829,0.005708,0.004871,0.004757,13815617900.00,1518.76,0.005721
20070712,0.019051,0.019042,0.016618,0.016611,14075710900.00,1547.70,0.019055
20070713,0.003154,0.003142,0.003061,0.003037,14119074500.00,1552.50,0.003101
20070716,-0.001889,-0.001889,-0.004173,-0.004173,14092407700.00,1549.52,-0.001919
20070717,-0.000098,-0.000098,-0.000244,-0.000244,14091027300.00,1549.37,-0.000097
20070718,-0.002108,-0.002212,-0.002113,-0.002143,14059856700.00,1546.17,-0.002065
20070719,0.004602,0.004578,0.005570,0.005549,14124246200.00,1553.08,0.004469
20070720,-0.012254,-0.012347,-0.013908,-0.014006,13949861700.00,1534.10,-0.012221
20070723,0.004817,0.004798,0.001969,0.001958,14016884000.00,1541.57,0.004869
20070724,-0.019565,-0.019565,-0.020940,-0.020940,13742656800.00,1511.04,-0.019804
20070725,0.004561,0.004552,0.001034,0.001017,13805281100.00,1518.09,0.004666
20070726,-0.023315,-0.023317,-0.024926,-0.024932,13483388600.00,1482.66,-0.023339
20070727,-0.015888,-0.016035,-0.016334,-0.016420,13267508000.00,1458.95,-0.015992
20070730,0.010092,0.010069,0.011417,0.011335,13401064700.00,1473.91,0.010254
20070731,-0.012557,-0.012563,-0.012026,-0.012040,13193212300.00,1455.27,-0.012647
20070801,0.007326,0.007262,0.004672,0.004598,13285290800.00,1465.81,0.007243
20070802,0.004757,0.004520,0.005101,0.005031,13345342100.00,1472.20,0.004359
20070803,-0.026444,-0.026505,-0.029810,-0.029835,12990241700.00,1433.06,-0.026586
20070806,0.024111,0.024092,0.021416,0.021370,13303163700.00,1467.67,0.024151
20070807,0.006064,0.006026,0.004900,0.004832,13383289900.00,1476.71,0.006159
20070808,0.014572,0.014236,0.012701,0.012549,13573813300.00,1497.49,0.014072
20070809,-0.029118,-0.029298,-0.028451,-0.028510,13176132700.00,1453.09,-0.029650
20070810,0.000010,0.000008,0.003580,0.003572,13176235000.00,1453.64,0.000379
20070813,-0.000311,-0.000465,0.001962,0.001766,13170111600.00,1452.92,-0.000495
20070814,-0.018291,-0.018402,-0.021612,-0.021696,12927755900.00,1426.54,-0.018157
20070815,-0.013532,-0.013837,-0.017016,-0.017263,12747034400.00,1406.70,-0.013908
20070816,0.003333,0.003293,0.002845,0.002787,12789010600.00,1411.27,0.003249
20070817,0.024410,0.024410,0.023878,0.023878,13101128800.00,1445.94,0.024567
20070820,-0.000262,-0.000262,0.001645,0.001645,13097701700.00,1445.55,-0.000270
20070821,0.001135,0.001130,0.003345,0.003332,13112506000.00,1447.12,0.001086
20070822,0.011771,0.011709,0.013600,0.013518,13265732300.00,1464.07,0.011713
20070823,-0.001222,-0.001236,-0.002980,-0.003000,13249339000.00,1462.50,-0.001072
20070824,0.011753,0.011646,0.011428,0.011386,13405181600.00,1479.37,0.011535
20070827,-0.008455,-0.008460,-0.011305,-0.011309,13293958300.00,1466.79,-0.008504
20070828,-0.023371,-0.023416,-0.024797,-0.024830,12982668600.00,1432.36,-0.023473
20070829,0.022193,0.021818,0.023035,0.022579,13265928300.00,1463.76,0.021922
20070830,-0.004180,-0.004238,-0.004730,-0.004851,13209711200.00,1457.64,-0.004181
20070831,0.011208,0.011189,0.012118,0.012101,13330873000.00,1473.99,0.011217
20070904,0.010443,0.010426,0.010004,0.009967,13469814600.00,1489.42,0.010468
20070905,-0.011057,-0.011506,-0.012640,-0.012901,13314830700.00,1472.29,-0.011501
20070906,0.004379,0.004206,0.004518,0.004335,13370831000.00,1478.55,0.004252
20070907,-0.016838,-0.016838,-0.018532,-0.018532,13146547200.00,1453.55,-0.016908
20070910,-0.001328,-0.001365,-0.005226,-0.005256,13128102300.00,1451.70,-0.001273
20070911,0.013675,0.013673,0.012377,0.012371,13307601500.00,1471.49,0.013632
20070912,0.000287,0.000016,-0.001281,-0.001550,13307814500.00,1471.56,0.000048
20070913,0.008455,0.008398,0.007269,0.007189,13419570500.00,1483.95,0.008420
20070914,0.000331,0.000329,0.002314,0.002308,13423985400.00,1484.25,0.000202
20070917,-0.005169,-0.005176,-0.005752,-0.005773,13354506100.00,1476.65,-0.005120
20070918,0.029183,0.029171,0.031490,0.031454,13744075800.00,1519.78,0.029208
20070919,0.006238,0.006209,0.007657,0.007594,13829417100.00,1529.03,0.006086
20070920,-0.006498,-0.006712,-0.010030,-0.010066,13736598800.00,1518.75,-0.006723
20070921,0.004666,0.004665,0.002980,0.002975,13800767600.00,1525.75,0.004609
20070924,-0.005194,-0.005194,-0.006623,-0.006623,13729175500.00,1517.73,-0.005256
20070925,-0.000402,-0.000420,-0.001867,-0.001909,13697808600.00,1517.21,-0.000343
20070926,0.005507,0.005323,0.006245,0.005975,13781257300.00,1525.42,0.005411
20070927,0.003962,0.003923,0.004417,0.004352,13832966800.00,1531.38,0.003907
20070928,-0.002974,-0.002987,-0.002634,-0.002650,13769329400.00,1526.75,-0.003023
20071001,0.013262,0.013253,0.014322,0.014301,13951234100.00,1547.04,0.013290
20071002,-0.000090,-0.000094,0.002185,0.002177,13954911400.00,1546.63,-0.000265
20071003,-0.004280,-0.004474,-0.002873,-0.003003,13892482000.00,1539.59,-0.004552
20071004,0.002152,0.002132,0.000939,0.000907,13922104200.00,1542.84,0.002111
20071005,0.009830,0.009552,0.012955,0.012854,14054453100.00,1557.59,0.009560
20071008,-0.003065,-0.003065,-0.004282,-0.004282,14010085600.00,1552.58,-0.003217
20071009,0.008080,0.008062,0.007267,0.007236,14123030700.00,1565.15,0.008096
20071010,-0.001538,-0.001612,-0.001904,-0.001987,14079480900.00,1562.47,-0.001712
20071011,-0.005054,-0.005109,-0.006597,-0.006637,14007542600.00,1554.41,-0.005158
20071012,0.004717,0.004710,0.004457,0.004444,14073521500.00,1561.80,0.004754
20071015,-0.008458,-0.008468,-0.009519,-0.009539,13954345200.00,1548.71,-0.008381
20071016,-0.006580,-0.006580,-0.008205,-0.008205,13862524500.00,1538.53,-0.006573
20071017,0.001907,0.001819,0.000249,0.000229,13887754200.00,1541.24,0.001761
20071018,-0.000700,-0.000728,-0.001154,-0.001173,13877647600.00,1540.08,-0.000753
20071019,-0.025577,-0.025577,-0.025658,-0.025658,13522703100.00,1500.63,-0.025616
20071022,0.003965,0.003945,0.007209,0.007199,13576066300.00,1506.33,0.003798
20071023,0.008696,0.008696,0.006479,0.006479,13694126100.00,1519.59,0.008803
20071024,-0.002509,-0.002523,-0.003183,-0.003193,13659642700.00,1515.88,-0.002441
20071025,-0.000747,-0.000760,-0.001289,-0.001304,13654415300.00,1514.40,-0.000976
20071026,0.013967,0.013967,0.012133,0.012130,13847472200.00,1535.28,0.013788
20071029,0.003904,0.003766,0.003245,0.003134,13901929200.00,1540.98,0.003713
20071030,-0.006264,-0.006290,-0.004925,-0.005020,13814338300.00,1531.02,-0.006463
20071031,0.012031,0.011972,0.011383,0.011318,13950980000.00,1549.38,0.011992
20071101,-0.026073,-0.026305,-0.027293,-0.027406,13581831300.00,1508.44,-0.026423
20071102,0.000880,0.000835,0.000200,0.000158,13591257800.00,1509.65,0.000802
20071105,-0.004966,-0.005046,-0.006031,-0.006118,13522720300.00,1502.17,-0.004955
20071106,0.012033,0.012019,0.011061,0.011021,13684859100.00,1520.27,0.012049
20071107,-0.028600,-0.029107,-0.029231,-0.029438,13286559500.00,1475.62,-0.029370
20071108,-0.000801,-0.000843,0.003656,0.003600,13275324000.00,1474.77,-0.000576
20071109,-0.014318,-0.014350,-0.011598,-0.011676,13084520500.00,1453.70,-0.014287
20071112,-0.009815,-0.009815,-0.009975,-0.009975,12956100200.00,1439.18,-0.009988
20071113,0.029566,0.029217,0.029232,0.029040,13334643000.00,1481.05,0.029093
20071114,-0.006765,-0.007016,-0.008859,-0.009139,13241092300.00,1470.58,-0.007069
20071115,-0.012991,-0.013026,-0.013459,-0.013517,13068607400.00,1451.15,-0.013212
20071116,0.005201,0.005176,0.001113,0.001095,13138191300.00,1458.74,0.005230
20071119,-0.017350,-0.017371,-0.020596,-0.020682,12903950500.00,1433.27,-0.017460
